global_step,success,ep_len,mean_return,hazard_steps,approx_kl,sps
647168,0.0,599.0,-2.1077449035644533,0.0,0.006728598847985268,738
655360,0.0,599.0,-2.061338609457016,0.0,0.004429620690643787,740
663552,0.0,599.0,-2.061338609457016,0.0,0.005729770753532648,741
671744,0.0,599.0,-2.061338609457016,0.0,0.0037783626466989517,743
679936,0.0,599.0,-2.0507273077964783,0.0,0.0047808256931602955,744
688128,0.0,599.0,-2.040236941576004,0.0,0.012014279142022133,744
696320,0.0,599.0,-2.0014366137981416,0.0,0.006317345891147852,745
704512,0.0,599.0,-2.0014366137981416,0.0,0.006193993147462606,745
712704,0.0,599.0,-2.0014366137981416,0.0,0.010880648158490658,746
720896,0.0,599.0,-1.9977468764781952,0.0,0.011342259123921394,745
729088,0.0,599.0,-1.9055739152431488,0.0,0.009785670787096024,744
737280,0.0,599.0,-1.9055739152431488,0.0,0.006212156731635332,744
745472,0.0,599.0,-1.9055739152431488,0.0,0.007058960851281881,742
753664,0.0,599.0,-1.9020737195014954,0.0,0.01044907234609127,742
761856,0.0,599.0,-1.888592376112938,0.0,0.004720592871308327,741
770048,0.0,599.0,-1.8906120938062667,0.0,0.00855989195406437,742
778240,0.0,599.0,-1.8906120938062667,0.0,0.005726098082959652,743
786432,0.0,599.0,-1.8906120938062667,0.0,0.007441817317157984,743
794624,0.0,599.0,-1.8948407238721847,0.0,0.003680109279230237,744
802816,0.0,599.0,-1.8976080137491227,0.0,0.00643524806946516,745
811008,0.0,599.0,-1.5364518940448761,0.0,0.005416327156126499,746
819200,0.0,599.0,-1.5364518940448761,0.0,0.009568316861987114,746
827392,0.0,599.0,-1.5364518940448761,0.0,0.005699533969163895,747
835584,0.01,596.7,-1.5093944573402405,0.34,0.008770047686994076,748
843776,0.01,596.7,-2.959079713523388,4.09,0.005862301215529442,747
851968,0.01,596.7,-2.959079713523388,4.09,0.010068806819617748,747
860160,0.01,596.7,-2.959079713523388,4.09,0.008820785209536552,746
868352,0.05,585.74,-2.250378442704678,4.09,0.007572599686682224,746
876544,0.05,585.74,-2.2502604636549948,4.09,0.0024962658062577248,745
884736,0.04,588.04,-5.872584497332573,11.43,0.007267750333994627,744
892928,0.04,588.04,-5.872584497332573,11.43,0.007429642602801323,743
901120,0.07,578.9,-5.341420782208442,11.43,0.008542475290596485,744
909312,0.08,576.0,-5.14614796757698,11.43,0.0034826777409762144,744
917504,0.08,576.0,-5.108676066994667,11.43,0.008411440998315811,745
925696,0.07,579.14,-10.015632851719856,21.19,0.003330149222165346,745
933888,0.07,579.14,-10.015632851719856,21.19,0.00498307216912508,746
942080,0.22,536.61,-6.825702252388001,19.84,0.01233627274632454,747
950272,0.31,515.7,-10.125801848769187,29.53,0.0026086298748850822,747
958464,0.27,527.74,-14.085104704499244,35.43,0.006357862614095211,748
966656,0.3,519.24,-14.294775367975236,36.95,0.003864714177325368,748
974848,0.3,519.24,-14.294775367975236,36.95,0.005272559821605682,747
983040,0.34,508.14,-16.88130785882473,42.9,0.006208943203091621,746
991232,0.32,518.77,-19.65058286368847,47.6,0.012267854064702988,746
999424,0.18,554.33,-15.892638373970986,34.31,0.0036591223906725645,745
1007616,0.22,544.68,-15.612827560305595,34.94,0.0036133197136223316,745
1015808,0.33,525.81,-15.32477357327938,37.8,0.003336773719638586,744
1024000,0.36,520.97,-15.851508973240852,38.93,0.002004805952310562,743
1032192,0.39,515.43,-15.461631892323494,39.12,0.0024398379027843475,743
1040384,0.4,508.59,-13.088775609731675,34.43,0.006912250071763992,744
1048576,0.52,484.46,-13.13500422656536,39.01,0.004727217834442854,744
1056768,0.47,500.52,-13.775136317610741,38.07,0.006528597325086594,744
1064960,0.38,513.72,-10.86923926770687,29.35,0.00929789524525404,745
1073152,0.36,521.91,-13.282474573850632,33.61,0.007372856140136719,745
1081344,0.31,534.47,-11.357998955845833,28.63,0.006206964608281851,745
1089536,0.24,550.48,-11.325947244763375,26.18,0.005412481725215912,746
1097728,0.21,557.83,-9.53562603354454,21.9,0.0033620954491198063,746
1105920,0.13,577.4,-10.392239896655083,20.97,0.005206418223679066,745
1114112,0.05,589.71,-6.745719653964042,11.14,0.003821137361228466,745
1122304,0.05,589.71,-6.0621287804841995,9.91,0.007397011388093233,745
1130496,0.03,592.93,-3.45449730694294,3.92,0.005146188661456108,744
1138688,0.02,594.04,-2.1037778419256212,0.75,0.010243287310004234,743
1146880,0.02,592.55,-2.0883887892961503,0.75,0.003261115401983261,743
1155072,0.02,592.55,-1.8259422618150711,0.1,0.006418613251298666,742
1163264,0.02,592.55,-1.8483948028087616,0.1,0.003946719225496054,743
1171456,0.02,592.55,-1.8456870806217194,0.1,0.0026460473891347647,743
1179648,0.02,592.55,-1.8159220230579376,0.0,0.0030923429876565933,744
1187840,0.02,592.55,-1.7977194595336914,0.0,0.004487122409045696,744
1196032,0.02,592.56,-1.7672569501399993,0.0,0.0036616125144064426,744
1204224,0.02,592.84,-1.7543116796016693,0.0,0.003807852976024151,744
1212416,0.03,589.91,-1.53359814286232,0.0,0.005575663410127163,743
1220608,0.04,588.52,-1.330188249349594,0.0,0.0060354857705533504,743
1228800,0.04,588.52,-1.1756507921218873,0.0,0.006177471484988928,742
1236992,0.05,587.65,-1.2006257843971253,0.37,0.013289600610733032,742
1245184,0.05,587.65,-1.313032420873642,0.7,0.00700032152235508,741
1253376,0.05,587.65,-3.9362489414215087,5.98,0.003601334523409605,741
1261568,0.04,590.85,-5.090225192308426,7.99,0.004998318385332823,741
1269760,0.03,593.39,-5.78660768866539,8.7,0.005088008940219879,740
1277952,0.02,594.78,-5.852974601387977,8.7,0.006614118814468384,740
1286144,0.02,594.78,-5.945043129920959,8.78,0.005948053672909737,741
1294336,0.01,595.65,-6.237102180719376,8.97,0.005335167981684208,742
1302528,0.01,595.65,-5.97104372382164,8.6,0.0026539494283497334,742
1310720,0.01,595.65,-3.9596878492832186,4.48,0.007286716252565384,743
1318912,0.01,598.13,-3.1770992314815523,2.77,0.005803672131150961,743
1327104,0.01,598.13,-3.305084089040756,3.21,0.005225551314651966,743
1335296,0.04,590.3,-2.3599973160028456,2.5,0.0028511052951216698,743
1343488,0.05,586.88,-2.443756331205368,3.04,0.006435110233724117,742
1351680,0.06,583.59,-2.1562996983528135,2.85,0.0059653883799910545,742
1359872,0.08,576.67,-1.7587955462932587,2.85,0.003605949692428112,742
1368064,0.1,572.29,-1.4709984737634658,2.93,0.005585730075836182,741
1376256,0.1,572.29,-1.3566368114948273,2.65,0.007681707851588726,741
1384448,0.13,561.43,0.05908487200737,1.1,0.005338645540177822,740
1392640,0.11,567.52,-0.31256157577037813,1.16,0.0034404003527015448,740
1400832,0.12,563.95,0.048650919795036315,0.77,0.005273506045341492,739
1409024,0.13,560.32,-0.03668169319629669,1.24,0.0029557859525084496,740
1417216,0.14,556.83,0.20797523796558381,1.2,0.007914401590824127,740
1425408,0.15,554.8,0.4122644072771072,1.46,0.00412648543715477,741
1433600,0.16,550.94,0.6116336840391159,1.46,0.007911032065749168,742
1441792,0.19,540.42,1.3326565647125244,1.06,0.0035902620293200016,742
1449984,0.22,529.87,1.9076873898506164,0.99,0.011498008854687214,742
1458176,0.2,536.87,1.8907208704948426,0.3,0.0030721514485776424,742
1466368,0.22,529.48,2.2931437063217164,0.26,0.003183899447321892,741
1474560,0.27,509.76,3.3968337893486025,0.0,0.005748523864895105,741
1482752,0.27,506.43,3.368775647878647,0.0,0.008776109665632248,741
1490944,0.26,508.19,3.190718494057655,0.0,0.00646961759775877,740
1499136,0.23,517.44,2.619484010338783,0.0,0.0060534607619047165,740
1507328,0.24,512.7,2.825669965147972,0.0,0.004507200326770544,739
1515520,0.26,505.34,3.160322259068489,0.0,0.004518692381680012,738
1523712,0.21,523.1,2.286079627275467,0.0,0.0037134531885385513,738
1531904,0.22,519.17,2.3904577887058256,0.0,0.005095494911074638,738
1540096,0.26,505.14,3.1828973358869552,0.0,0.004293142352253199,739
1548288,0.28,497.91,3.498332423567772,0.0,0.005718603730201721,739
1556480,0.31,487.58,3.9986475604772567,0.0,0.003638714086264372,739
1564672,0.33,480.43,4.360546837449074,0.0,0.006696293130517006,740
1572864,0.34,479.8,4.459097638130188,0.0,0.0024050595238804817,740
1581056,0.35,478.48,4.694776309728622,0.11,0.00234310538507998,740
1589248,0.37,472.54,5.05628436923027,0.11,0.00793076679110527,739
1597440,0.38,469.32,5.148639500737191,0.34,0.005055366083979607,739
1605632,0.42,455.21,5.840098733901978,0.46,0.002460833638906479,739
1613824,0.4,462.52,5.2774412322044375,0.98,0.004687940701842308,738
1622016,0.39,463.22,3.884007435441017,3.37,0.006255375221371651,737
1630208,0.35,475.65,2.819773098230362,3.89,0.002453095279633999,737
1638400,0.32,484.56,2.2883108186721803,3.91,0.004788650199770927,737
1646592,0.34,477.53,2.5646823436021804,3.87,0.006506625097244978,736
1654784,0.27,503.81,1.401447205543518,3.66,0.003706251038238406,736
1662976,0.27,504.06,1.5661594527959823,3.51,0.0030078222043812275,736
1671168,0.27,503.85,2.7145864397287367,1.28,0.0039377519860863686,737
1679360,0.3,493.1,3.524943608045578,0.8,0.0032893808092921972,737
1687552,0.35,475.64,4.452831598520279,0.87,0.008758697658777237,737
1695744,0.38,463.73,4.751749920845032,1.46,0.004391096532344818,737
1703936,0.4,455.9,5.170439445972443,1.33,0.006113697774708271,737
1712128,0.46,436.62,6.484736874699593,0.86,0.0032468605786561966,737
1720320,0.4,458.21,5.3593931329250335,0.86,0.005871049128472805,736
1728512,0.42,452.33,5.790695725679398,0.75,0.003898843890056014,736
1736704,0.35,477.97,4.532958567738533,0.66,0.002220973838120699,735
1744896,0.31,491.34,4.014051120877266,0.37,0.008446654304862022,735
1753088,0.34,484.36,4.483216042518616,0.35,0.0020768074318766594,735
1761280,0.31,492.45,3.838577045202255,0.34,0.0037158941850066185,735
1769472,0.36,480.3,4.642492069005966,0.34,0.0032372400164604187,736
1777664,0.38,471.98,4.786407405734062,0.7,0.002207943005487323,736
1785856,0.4,469.06,4.24214055120945,2.35,0.004828992765396833,736
1794048,0.43,456.76,4.80027155160904,2.03,0.004451080225408077,736
1802240,0.41,463.01,4.177743390798569,2.03,0.005794844590127468,736
1810432,0.4,465.66,4.046496114730835,2.24,0.004111657850444317,736
1818624,0.4,465.02,4.126623657345772,2.3,0.004038515035063028,736
1826816,0.39,465.61,4.1979899376630785,1.96,0.0036845493596047163,736
1835008,0.42,454.3,5.683463163971901,0.35,0.0018838737159967422,736
1843200,0.44,447.93,6.157050045132637,0.46,0.005137190222740173,736
1851392,0.49,427.68,6.98563337624073,0.29,0.0037636859342455864,736
1859584,0.48,428.14,6.662044872641563,0.26,0.0035991412587463856,736
1867776,0.46,434.69,6.244479340910911,0.28,0.000800680834800005,735
1875968,0.42,447.42,5.411156879067421,0.31,0.0045021637342870235,735
1884160,0.41,450.26,5.234680293798447,0.46,0.0035653701052069664,735
1892352,0.42,446.22,5.548979924917221,0.59,0.0029310318641364574,735
1900544,0.42,446.2,5.635015254020691,0.61,0.0015391267370432615,736
1908736,0.48,424.73,6.914223743677139,0.68,0.0027975640259683132,736
1916928,0.47,426.75,6.598287944793701,0.65,0.001793190836906433,736
1925120,0.44,440.5,5.666543736457824,0.59,0.0038947993889451027,736
1933312,0.45,438.43,6.139321312904358,0.33,0.0036087927874177694,736
1941504,0.48,426.41,6.690693763494491,0.32,0.007567187771201134,736
1949696,0.47,430.06,6.173660852909088,0.6,0.0036352593451738358,736
1957888,0.46,433.1,5.968574221134186,0.65,0.002386236097663641,736
1966080,0.42,443.7,5.257921156883239,1.05,0.002263361355289817,737
1974272,0.45,431.41,5.793793230056763,1.33,0.00034536977182142437,736
1982464,0.4,449.93,4.89611707508564,1.34,0.0017141993157565594,736
1990656,0.43,438.85,5.779228325486184,0.89,0.0014469604939222336,736
1998848,0.45,432.72,6.148919372558594,0.87,0.00028900106553919613,736
