global_step,success,ep_len,mean_return,hazard_steps,approx_kl,sps
393216,0.0,299.0,0.8245292089879512,0.79,0.0033965741749852896,777
401408,0.0,299.0,0.8245292089879512,0.79,0.005448189564049244,777
409600,0.0,299.0,1.1416778358817101,0.0,0.004154170863330364,779
417792,0.0,299.0,1.1416778358817101,0.0,0.004169192165136337,781
425984,0.0,299.0,1.1270568418502807,0.0,0.003996711224317551,783
434176,0.0,299.0,1.1270568418502807,0.0,0.0077615762129426,784
442368,0.0,299.0,1.1537147974967956,0.0,0.004516942426562309,786
450560,0.0,299.0,1.1537147974967956,0.0,0.0034663041587918997,786
458752,0.0,299.0,1.1537147974967956,0.0,0.0031066294759511948,785
466944,0.0,299.0,0.8421561381965875,0.77,0.008987879380583763,785
475136,0.0,299.0,0.8421561381965875,0.77,0.0011333826696500182,783
483328,0.0,299.0,0.5511243724822998,1.44,0.005454599857330322,781
491520,0.0,299.0,0.5511243724822998,1.44,0.009742889553308487,779
499712,0.0,299.0,0.2837597727775574,2.19,0.0034334887750446796,777
507904,0.0,299.0,0.2837597727775574,2.19,0.007876526564359665,776
516096,0.0,299.0,0.2837597727775574,2.19,0.0033636342268437147,774
524288,0.0,299.0,-0.7439415717124939,4.47,0.005567105021327734,774
532480,0.0,299.0,-0.7439415717124939,4.47,0.005896861664950848,774
540672,0.0,299.0,0.21996206991374492,2.87,0.0047385129146277905,776
548864,0.0,299.0,0.21996206991374492,2.87,0.013776184991002083,777
557056,0.0,299.0,-2.3003184219449757,7.97,0.003294064663350582,779
565248,0.0,299.0,-2.3003184219449757,7.97,0.006289485841989517,780
573440,0.0,299.0,-2.3003184219449757,7.97,0.007581152953207493,781
581632,0.0,299.0,-1.3672971668094396,5.5,0.006953376345336437,782
589824,0.0,299.0,-1.3672971668094396,5.5,0.005629661493003368,782
598016,0.02,298.91,0.3723073044419289,2.71,0.005283180624246597,781
606208,0.02,298.91,0.3723073044419289,2.71,0.005026270169764757,779
614400,0.0,299.0,0.18012589655816555,2.79,0.0020147645846009254,778
622592,0.0,299.0,0.18012589655816555,2.79,0.009898656979203224,778
630784,0.01,298.76,0.3220752688497305,2.79,0.008272428996860981,777
638976,0.01,298.76,-2.2040972077846526,7.59,0.007847721688449383,776
647168,0.01,298.76,-2.2040972077846526,7.59,0.0026383097283542156,775
655360,0.0,299.0,-2.7550294993817808,8.3,0.00778721459209919,774
663552,0.0,299.0,-2.7550294993817808,8.3,0.0056499456986784935,775
671744,0.0,299.0,-2.6816347634792326,7.22,0.011474909260869026,775
679936,0.0,299.0,-2.6816347634792326,7.22,0.004753325134515762,776
688128,0.01,298.87,-2.3022007405757905,6.73,0.005571708083152771,777
696320,0.01,298.87,-0.982475430816412,4.05,0.005323987454175949,778
704512,0.01,298.87,-0.982475430816412,4.05,0.009404798969626427,779
712704,0.0,299.0,0.6712061858177185,0.9,0.006902152672410011,780
720896,0.0,299.0,0.6712061858177185,0.9,0.004591727629303932,781
729088,0.0,299.0,0.9629225493967533,0.0,0.008185505867004395,781
737280,0.0,299.0,0.9629225493967533,0.0,0.007522072177380323,780
745472,0.0,299.0,0.9608419229090214,0.0,0.0035598957911133766,779
753664,0.0,299.0,0.9564697028696537,0.0,0.003921829164028168,779
761856,0.0,299.0,0.9564697028696537,0.0,0.003766588866710663,778
770048,0.0,299.0,1.0228732669353484,0.0,0.004721328616142273,777
778240,0.0,299.0,1.0228732669353484,0.0,0.00890622939914465,776
786432,0.0,299.0,0.43368080735206604,1.19,0.010754533112049103,774
794624,0.0,299.0,0.43368080735206604,1.19,0.007276706863194704,774
802816,0.0,299.0,0.42601888298988344,1.19,0.004775462672114372,774
811008,0.0,299.0,0.7915802836418152,0.5,0.005901269149035215,775
819200,0.0,299.0,0.7915802836418152,0.5,0.004265786614269018,775
827392,0.0,299.0,0.7622661626338959,0.5,0.007036713883280754,776
835584,0.0,299.0,0.7622661626338959,0.5,0.0036536259576678276,777
843776,0.0,299.0,1.0510410618782045,0.0,0.005782797001302242,778
851968,0.0,299.0,1.0510410618782045,0.0,0.004506709985435009,779
860160,0.0,299.0,1.0505182194709777,0.0,0.004868983291089535,780
868352,0.0,299.0,0.8540584826469422,0.41,0.0036211740225553513,780
876544,0.0,299.0,0.8540584826469422,0.41,0.0032129925675690174,780
884736,0.0,299.0,0.9959143352508545,0.04,0.0030713039450347424,779
892928,0.0,299.0,0.9959143352508545,0.04,0.004734253976494074,778
901120,0.0,299.0,1.000770213007927,0.0,0.005411844234913588,778
909312,0.0,299.0,1.000770213007927,0.0,0.0029158638790249825,777
917504,0.0,299.0,1.0008577316999436,0.0,0.009026313200592995,777
925696,0.0,299.0,0.8150450837612152,0.0,0.003666107077151537,776
933888,0.0,299.0,0.8150450837612152,0.0,0.006581340916454792,776
942080,0.0,299.0,0.9164849952608347,0.0,0.004084517247974873,776
950272,0.0,299.0,0.9164849952608347,0.0,0.00354599766433239,776
958464,0.0,299.0,1.036188834309578,0.0,0.0028683235868811607,776
966656,0.0,299.0,1.036188834309578,0.0,0.007275877520442009,777
974848,0.0,299.0,1.0366245251893997,0.0,0.0013549881987273693,778
983040,0.0,299.0,0.12085411891341209,1.71,0.003418878186494112,778
991232,0.0,299.0,0.12085411891341209,1.71,0.015890972688794136,779
999424,0.01,298.69,0.6809463773667812,0.85,0.0033341003581881523,780
1007616,0.01,298.69,0.6809463773667812,0.85,0.007225295063108206,780
1015808,0.0,299.0,0.9911496284604072,0.0,0.00222261855378747,780
1024000,0.0,299.0,0.9911496284604072,0.0,0.008055714890360832,779
1032192,0.0,299.0,0.9906274297833443,0.0,0.002133157104253769,778
1040384,0.0,299.0,1.061141252592206,0.0,0.006806401535868645,777
1048576,0.0,299.0,1.061141252592206,0.0,0.00770075898617506,777
1056768,0.0,299.0,0.5549436638504267,0.92,0.0041943080723285675,776
1064960,0.0,299.0,0.5549436638504267,0.92,0.013481924310326576,776
1073152,0.0,299.0,1.06483722448349,0.0,0.0071312179788947105,775
1081344,0.0,299.0,1.06483722448349,0.0,0.005435701459646225,775
1089536,0.01,298.68,1.208086268901825,0.0,0.0018462641164660454,774
1097728,0.01,298.68,1.2382713627815247,0.0,0.005308958701789379,775
1105920,0.01,298.68,1.2382713627815247,0.0,0.003145191352814436,776
1114112,0.0,299.0,1.0731215807795524,0.0,0.005734956823289394,776
1122304,0.0,299.0,1.0731215807795524,0.0,0.008827734738588333,777
1130496,0.0,299.0,1.0275863215327263,0.0,0.006704431027173996,778
1138688,0.0,299.0,1.0275863215327263,0.0,0.002655776683241129,778
1146880,0.0,299.0,1.0422380924224854,0.0,0.004410659894347191,778
1155072,0.0,299.0,1.0482625484466552,0.0,0.0066024623811244965,778
1163264,0.0,299.0,1.0482625484466552,0.0,0.005641603376716375,778
1171456,0.0,299.0,1.061987147331238,0.0,0.009746106341481209,778
1179648,0.0,299.0,1.061987147331238,0.0,0.0023126592859625816,777
1187840,0.0,299.0,1.0639761877059937,0.0,0.008284288458526134,777
1196032,0.0,299.0,1.0639761877059937,0.0,0.008588247932493687,776
1204224,0.0,299.0,1.0644055891036988,0.0,0.01819184422492981,776
1212416,0.0,299.0,1.0633895015716552,0.0,0.0041068424470722675,775
1220608,0.0,299.0,1.0633895015716552,0.0,0.0033013983629643917,775
1228800,0.0,299.0,1.0518558797240258,0.0,0.003721887245774269,776
1236992,0.0,299.0,1.0518558797240258,0.0,0.005474480800330639,776
1245184,0.0,299.0,1.034753941297531,0.0,0.00453002005815506,776
1253376,0.0,299.0,1.034753941297531,0.0,0.0050584860146045685,777
1261568,0.0,299.0,1.0339626681804657,0.0,0.005433935672044754,777
1269760,0.0,299.0,0.7925896606594324,0.53,0.00549607677385211,778
1277952,0.0,299.0,0.7925896606594324,0.53,0.007632720284163952,778
1286144,0.0,299.0,1.067188538312912,0.0,0.008490598760545254,779
1294336,0.0,299.0,1.067188538312912,0.0,0.0031009747181087732,779
1302528,0.0,299.0,1.0810754442214965,0.0,0.004586182069033384,778
1310720,0.0,299.0,1.0810754442214965,0.0,0.0071745095774531364,778
1318912,0.0,299.0,1.0808796882629395,0.0,0.003789431881159544,778
1327104,0.0,299.0,1.055400276184082,0.0,0.007800255436450243,777
1335296,0.0,299.0,1.055400276184082,0.0,0.006076503545045853,777
1343488,0.0,299.0,1.017405117750168,0.0,0.0036095688119530678,777
1351680,0.0,299.0,1.017405117750168,0.0,0.004942547529935837,776
1359872,0.0,299.0,0.9813544392585755,0.0,0.0042182523757219315,776
1368064,0.0,299.0,0.9813544392585755,0.0,0.004299830179661512,776
1376256,0.0,299.0,0.9810059714317322,0.0,0.0025928071700036526,777
1384448,0.0,299.0,0.7146521532535552,0.67,0.007904917933046818,777
1392640,0.0,299.0,0.7146521532535552,0.67,0.004067116882652044,778
1400832,0.0,299.0,0.7449263453483581,0.67,0.004077056888490915,778
1409024,0.0,299.0,0.7449263453483581,0.67,0.006486635189503431,778
1417216,0.01,298.89,1.1991887044906617,0.0,0.005875220522284508,778
1425408,0.01,298.89,1.1991887044906617,0.0,0.006048896349966526,777
1433600,0.01,298.89,1.1989045715332032,0.0,0.005619768984615803,777
1441792,0.0,299.0,1.0536436033248902,0.0,0.006475352682173252,776
1449984,0.0,299.0,1.0536436033248902,0.0,0.007932145148515701,777
1458176,0.0,299.0,1.0584545946121215,0.0,0.0053411442786455154,776
1466368,0.0,299.0,1.0584545946121215,0.0,0.004500108305364847,776
1474560,0.0,299.0,1.0799535317718982,0.0,0.0030424746219068766,775
1482752,0.0,299.0,1.0799535317718982,0.0,0.0035136595834046602,776
1490944,0.0,299.0,1.0797746701538562,0.0,0.003145162481814623,776
1499136,0.0,299.0,1.0799412150681018,0.0,0.006505832076072693,776
1507328,0.0,299.0,1.0799412150681018,0.0,0.0027302177622914314,777
1515520,0.0,299.0,1.0481328535079957,0.0,0.008219387382268906,778
1523712,0.0,299.0,1.0481328535079957,0.0,0.002978338859975338,778
1531904,0.01,298.99,1.1996107029914855,0.0,0.0019559559877961874,778
1540096,0.01,298.99,1.1996107029914855,0.0,0.005236702039837837,778
1548288,0.01,298.99,1.199281895160675,0.0,0.005865444429218769,778
1556480,0.0,299.0,1.0584571623802186,0.0,0.004676685202866793,778
1564672,0.0,299.0,1.0584571623802186,0.0,0.0014874266926199198,778
1572864,0.02,298.78,1.3418409204483033,0.0,0.007169473450630903,777
1581056,0.02,298.78,1.3418409204483033,0.0,0.002271100413054228,776
1589248,0.0,299.0,1.055736222267151,0.0,0.0020624701865017414,776
1597440,0.0,299.0,1.055736222267151,0.0,0.004287815187126398,776
1605632,0.0,299.0,1.0558055496215821,0.0,0.004547545686364174,776
1613824,0.0,299.0,1.0696151423454285,0.0,0.004272324964404106,775
1622016,0.0,299.0,1.0696151423454285,0.0,0.005606457591056824,776
1630208,0.0,299.0,1.0397036933898927,0.0,0.005835921503603458,776
1638400,0.0,299.0,1.0397036933898927,0.0,0.0033585336059331894,776
1646592,0.0,299.0,1.0211749911308288,0.0,0.0032499656081199646,777
1654784,0.0,299.0,1.0211749911308288,0.0,0.0025913992431014776,777
1662976,0.0,299.0,1.0201334881782531,0.0,0.005007930099964142,776
1671168,0.0,299.0,1.0636183404922486,0.0,0.006161243189126253,776
1679360,0.0,299.0,1.0636183404922486,0.0,0.003231915645301342,775
1687552,0.0,299.0,1.097443664073944,0.0,0.004975438117980957,775
1695744,0.0,299.0,1.097443664073944,0.0,0.002316989004611969,774
1703936,0.0,299.0,1.0560235834121705,0.0,0.0021364770364016294,774
1712128,0.0,299.0,1.0560235834121705,0.0,0.004248500801622868,774
1720320,0.0,299.0,1.055421404838562,0.0,0.004622170235961676,774
1728512,0.0,299.0,1.0590808057785035,0.0,0.001713792560622096,774
1736704,0.0,299.0,1.0590808057785035,0.0,0.003063063370063901,774
1744896,0.0,299.0,1.048352131843567,0.0,0.0030864886939525604,774
1753088,0.0,299.0,1.048352131843567,0.0,0.0034752879291772842,775
1761280,0.0,299.0,0.990574871301651,0.0,0.0018838996766135097,775
1769472,0.0,299.0,0.990574871301651,0.0,0.0035852480214089155,775
1777664,0.0,299.0,0.9878071796894073,0.0,0.0039764754474163055,776
1785856,0.0,299.0,1.0115713465213776,0.0,0.0019723065197467804,776
1794048,0.0,299.0,1.0115713465213776,0.0,0.003597218543291092,776
1802240,0.0,299.0,0.6904455864429474,0.63,0.003155928570777178,776
1810432,0.0,299.0,0.6904455864429474,0.63,0.004041976761072874,775
1818624,0.0,299.0,1.0203347432613372,0.0,0.0031748933251947165,775
1826816,0.0,299.0,1.0203347432613372,0.0,0.0034527061507105827,775
1835008,0.0,299.0,1.0207087218761444,0.0,0.0019340213621035218,774
1843200,0.0,299.0,1.1029373049736022,0.0,0.0024276382755488157,774
1851392,0.0,299.0,1.1029373049736022,0.0,0.006778603419661522,774
1859584,0.0,299.0,1.2268618655204773,0.0,0.0029940526001155376,774
1867776,0.0,299.0,1.2268618655204773,0.0,0.004481615498661995,774
1875968,0.0,299.0,1.2524611353874207,0.0,0.005244050640612841,775
1884160,0.0,299.0,1.2524611353874207,0.0,0.004170721396803856,775
1892352,0.0,299.0,1.252608802318573,0.0,0.001179458457045257,776
1900544,0.0,299.0,1.1087424939870834,0.0,0.004153362475335598,776
1908736,0.0,299.0,1.1087424939870834,0.0,0.00692835683003068,776
1916928,0.0,299.0,1.1483646464347839,0.0,0.004938528873026371,777
1925120,0.0,299.0,1.1483646464347839,0.0,0.007050926331430674,777
1933312,0.0,299.0,1.0679738700389863,0.0,0.007923358120024204,776
1941504,0.0,299.0,1.0679738700389863,0.0,0.0018078084103763103,776
1949696,0.0,299.0,1.0739262783527375,0.0,0.0018639267655089498,776
1957888,0.0,299.0,1.1475703287124634,0.0,0.002179143950343132,775
1966080,0.0,299.0,1.1475703287124634,0.0,0.0014826053520664573,775
1974272,0.0,299.0,1.1082708275318145,0.0,0.0002534490486141294,775
1982464,0.0,299.0,1.1082708275318145,0.0,0.000136180518893525,774
1990656,0.0,299.0,1.0503094353526832,0.0,0.00017279083840548992,774
1998848,0.0,299.0,1.0503094353526832,0.0,4.9753725761547685e-05,774
