global_step,obey_top,obey_bottom,success_top,success_bottom,wrong_steps,segment_return,approx_kl,sps
532480,0.035,0.255,0.01,0.015,11.65,-1.9333883002400398,0.04115290939807892,542
540672,0.03,0.255,0.01,0.015,14.225,-2.0422105845063925,0.026100028306245804,541
548864,0.025,0.255,0.01,0.015,15.445,-2.339871471747756,0.029930738732218742,541
557056,0.03,0.255,0.005,0.005,17.94,-2.6859446316957474,0.03565628081560135,540
565248,0.03,0.26,0.005,0.005,18.12,-3.4350893702358007,0.035114798694849014,539
573440,0.03,0.275,0.005,0.0,20.24,-3.8661669213324785,0.0338779017329216,539
581632,0.02,0.285,0.005,0.0,22.84,-2.9341630851849914,0.04222771152853966,538
589824,0.015,0.315,0.005,0.0,20.695,-2.905586015433073,0.04019230231642723,538
598016,0.01,0.33,0.0,0.0,25.985,-2.1781871113926172,0.01895667240023613,537
606208,0.01,0.345,0.0,0.0,23.365,-3.0162851605564356,0.03642348200082779,537
614400,0.01,0.36,0.0,0.0,27.16,-2.599354662001133,0.022377096116542816,536
622592,0.005,0.37,0.0,0.0,28.245,-2.0077862860634923,0.027865201234817505,536
630784,0.005,0.4,0.0,0.0,28.34,-2.5535753406584263,0.0447281152009964,536
638976,0.005,0.4,0.0,0.0,29.39,-3.2801510598510504,0.02092277817428112,535
647168,0.005,0.43,0.0,0.0,31.185,-3.638736367225647,0.030009999871253967,535
655360,0.005,0.46,0.0,0.0,33.705,-2.5252031665295362,0.04409131780266762,535
663552,0.005,0.485,0.0,0.0,34.505,-2.530798335559666,0.022397475317120552,534
671744,0.005,0.485,0.0,0.0,34.45,-2.4755730060860515,0.028769895434379578,534
679936,0.005,0.5,0.0,0.0,31.485,-2.9512987695634365,0.020548140630126,534
688128,0.01,0.52,0.0,0.0,33.885,-2.4305381886661053,0.038875728845596313,534
696320,0.015,0.52,0.0,0.0,34.81,-1.996804314199835,0.016100291162729263,533
704512,0.015,0.54,0.0,0.0,34.41,-1.5547365178354084,0.014574073255062103,533
712704,0.015,0.56,0.0,0.0,31.9,-1.3939435412175953,0.03003520332276821,533
720896,0.015,0.585,0.0,0.0,26.57,-1.822142394259572,0.031221948564052582,532
729088,0.015,0.625,0.0,0.0,25.355,-2.014005061239004,0.018498331308364868,532
737280,0.015,0.635,0.0,0.0,24.305,-1.9528442225418985,0.018222592771053314,532
745472,0.015,0.675,0.0,0.0,24.305,-1.4926328202709556,0.02007695473730564,531
753664,0.015,0.68,0.0,0.0,22.76,-2.2948972741141915,0.01672787219285965,531
761856,0.015,0.705,0.0,0.005,25.055,-2.230058633722365,0.015036879107356071,531
770048,0.02,0.705,0.0,0.005,19.265,-1.7119708936661482,0.03447895497083664,530
778240,0.02,0.73,0.0,0.005,21.47,-1.8384218534920365,0.022138556465506554,530
786432,0.02,0.745,0.0,0.005,20.075,-1.3074981111567467,0.024076789617538452,530
794624,0.02,0.74,0.0,0.005,19.99,-1.988362206146121,0.022068984806537628,530
802816,0.015,0.745,0.0,0.005,21.06,-1.5673097125254571,0.027135193347930908,529
811008,0.015,0.77,0.0,0.01,15.455,-1.8153072139248252,0.019029885530471802,529
819200,0.015,0.765,0.0,0.01,12.905,-2.3813865510746837,0.024735145270824432,529
827392,0.015,0.76,0.0,0.01,13.265,-2.109757256694138,0.04011508822441101,529
835584,0.015,0.75,0.0,0.01,17.49,-2.01273659709841,0.036893412470817566,529
843776,0.015,0.745,0.0,0.01,18.035,-1.3015066413208842,0.021174710243940353,529
851968,0.015,0.745,0.0,0.01,17.915,-1.206115742214024,0.023401133716106415,529
860160,0.02,0.75,0.0,0.01,15.305,-1.3714701505377889,0.022773660719394684,529
868352,0.02,0.745,0.0,0.01,15.305,-1.4668502694694325,0.016737256199121475,529
876544,0.02,0.74,0.0,0.01,15.5,-1.2117286729626358,0.039843399077653885,529
884736,0.02,0.74,0.0,0.01,12.19,-1.0755891888402402,0.020018555223941803,531
892928,0.02,0.735,0.0,0.01,12.19,-1.0567560901399702,0.03191535919904709,534
901120,0.02,0.745,0.0,0.01,8.115,-1.651097530964762,0.015642404556274414,536
909312,0.025,0.77,0.0,0.01,9.24,-2.250790079124272,0.04277767986059189,538
917504,0.025,0.755,0.0,0.01,9.675,-1.6452345252037048,0.026965944096446037,541
925696,0.025,0.775,0.0,0.01,10.18,-1.3216095874086022,0.025255775079131126,541
933888,0.025,0.78,0.0,0.01,10.105,-1.4035720089450479,0.010315770283341408,540
942080,0.02,0.775,0.0,0.01,9.575,-1.1999231923837215,0.025076178833842278,540
950272,0.02,0.77,0.0,0.01,8.355,-1.9025355763733387,0.016390610486268997,540
958464,0.02,0.79,0.0,0.01,5.59,-1.6004362516105175,0.03680521622300148,540
966656,0.02,0.8,0.0,0.01,7.345,-1.5923283505253494,0.033815786242485046,539
974848,0.025,0.815,0.0,0.01,7.47,-1.842837046366185,0.030012523755431175,539
983040,0.025,0.815,0.0,0.01,8.955,-1.3065340635366738,0.015806300565600395,540
991232,0.025,0.805,0.0,0.01,8.95,-1.59810480941087,0.02047881856560707,539
999424,0.03,0.815,0.0,0.005,9.225,-2.310952002182603,0.021324660629034042,539
1007616,0.03,0.82,0.0,0.005,10.88,-1.6175713655538857,0.02828543446958065,539
1015808,0.025,0.815,0.0,0.005,10.61,-1.9606314897537231,0.021418169140815735,538
1024000,0.025,0.82,0.0,0.005,13.135,-2.07527285348624,0.02110361121594906,538
1032192,0.025,0.815,0.0,0.005,13.865,-1.2630523554980755,0.019176028668880463,538
1040384,0.025,0.82,0.0,0.0,12.225,-1.3897009873762727,0.03186650201678276,538
1048576,0.025,0.82,0.0,0.0,12.04,-1.600225823232904,0.013119988143444061,538
1056768,0.025,0.835,0.0,0.0,12.08,-1.0731584031600505,0.012460310012102127,538
1064960,0.025,0.85,0.0,0.0,12.62,-1.1247103386558592,0.020422756671905518,538
1073152,0.025,0.865,0.0,0.0,12.115,-0.9730586898513138,0.021476544439792633,537
1081344,0.025,0.87,0.0,0.0,10.855,-1.7080529506783932,0.029026281088590622,537
1089536,0.025,0.88,0.0,0.0,10.735,-2.21320968400687,0.043968260288238525,537
1097728,0.025,0.88,0.0,0.0,10.735,-2.3371260426938534,0.02131936326622963,537
1105920,0.025,0.885,0.0,0.0,9.45,-2.6560285165905952,0.022442925721406937,537
1114112,0.025,0.9,0.0,0.0,14.445,-1.8312950758263469,0.04404594004154205,536
1122304,0.02,0.895,0.0,0.0,12.925,-1.998755625449121,0.026569141075015068,536
1130496,0.02,0.89,0.0,0.0,16.37,-2.497096012812108,0.03214380145072937,536
1138688,0.02,0.895,0.0,0.0,16.37,-2.183958677574992,0.01743522472679615,536
1146880,0.025,0.905,0.0,0.0,13.45,-1.5790547272190452,0.01818753220140934,535
1155072,0.025,0.895,0.0,0.0,12.31,-1.502430986147374,0.03719125688076019,535
1163264,0.02,0.905,0.0,0.0,14.845,-1.2302765217609704,0.02458673156797886,535
1171456,0.02,0.9,0.0,0.0,14.665,-1.17918147938326,0.032167207449674606,535
1179648,0.015,0.905,0.0,0.0,14.835,-1.1342282043769956,0.04201086238026619,535
1187840,0.015,0.91,0.0,0.0,14.55,-1.5771796726621687,0.025875795632600784,535
1196032,0.015,0.905,0.0,0.0,14.315,-1.9438266698271036,0.02379455417394638,535
1204224,0.015,0.9,0.0,0.0,14.575,-1.6127454619854689,0.040790311992168427,534
1212416,0.015,0.905,0.0,0.0,17.13,-1.4102739281952381,0.020373469218611717,534
1220608,0.015,0.905,0.0,0.0,17.13,-1.5837976792827249,0.01822514459490776,534
1228800,0.015,0.905,0.0,0.0,16.825,-1.598163559101522,0.015844903886318207,534
1236992,0.01,0.91,0.0,0.0,12.935,-1.138546493370086,0.014747198671102524,534
1245184,0.005,0.905,0.0,0.0,12.625,-1.1233142693527043,0.009129966609179974,534
1253376,0.005,0.905,0.0,0.0,11.735,-1.0806109078694135,0.023892618715763092,534
1261568,0.005,0.91,0.0,0.0,10.835,-1.2127500073984265,0.028386032208800316,533
1269760,0.005,0.915,0.0,0.0,10.485,-1.2949620308354497,0.01655125431716442,533
1277952,0.005,0.915,0.0,0.0,7.435,-1.5005806065164506,0.017032738775014877,533
1286144,0.005,0.92,0.0,0.0,7.435,-1.8437297269701958,0.018718786537647247,533
1294336,0.005,0.92,0.0,0.0,7.435,-1.6740294750779867,0.019643660634756088,533
1302528,0.005,0.92,0.0,0.0,9.735,-1.6241874499246478,0.012996286153793335,532
1310720,0.005,0.915,0.0,0.0,10.26,-1.5745478151366115,0.018730640411376953,532
1318912,0.005,0.925,0.0,0.0,10.705,-1.8070816197432578,0.017025306820869446,532
1327104,0.005,0.93,0.0,0.0,10.01,-2.389051454141736,0.04278874397277832,532
1335296,0.005,0.93,0.0,0.0,11.245,-2.390325801447034,0.017565522342920303,531
1343488,0.005,0.925,0.0,0.0,11.32,-1.0994493616744876,0.010314460843801498,531
1351680,0.01,0.93,0.0,0.0,11.515,-1.467278340831399,0.0217360220849514,531
1359872,0.01,0.925,0.0,0.0,11.905,-0.7880786126479506,0.0303688645362854,531
1368064,0.01,0.925,0.0,0.0,11.905,-1.3759075971320271,0.007913092151284218,531
1376256,0.01,0.93,0.0,0.0,11.5,-1.7999027548357844,0.010346371680498123,531
1384448,0.005,0.93,0.0,0.0,10.62,-1.58050527703017,0.0204436257481575,531
1392640,0.005,0.935,0.0,0.0,12.67,-1.4598431456834078,0.01553434319794178,530
1400832,0.005,0.94,0.0,0.0,12.67,-1.2886203748639673,0.020070647820830345,530
1409024,0.005,0.94,0.0,0.0,13.675,-1.777093849144876,0.00807967409491539,530
1417216,0.005,0.94,0.0,0.0,11.005,-2.4177782647311687,0.01223015133291483,530
1425408,0.005,0.935,0.0,0.0,12.41,-1.7120283422991633,0.028748732060194016,530
1433600,0.005,0.94,0.0,0.0,14.31,-1.856214082799852,0.012696187943220139,530
1441792,0.005,0.94,0.0,0.0,13.905,-1.7757084229961038,0.03137074410915375,530
1449984,0.005,0.945,0.0,0.0,14.775,-2.1739592934027314,0.01699735037982464,530
1458176,0.005,0.95,0.0,0.0,10.76,-1.9344119811430573,0.030320459976792336,530
1466368,0.005,0.945,0.0,0.0,15.63,-1.8229691302403808,0.0245633814483881,529
1474560,0.005,0.945,0.0,0.0,13.575,-1.4390195386949927,0.039616040885448456,529
1482752,0.005,0.945,0.0,0.0,13.575,-1.2886124141514301,0.028656471520662308,529
1490944,0.005,0.95,0.0,0.0,13.465,-1.1384930019266903,0.013780061155557632,529
1499136,0.005,0.945,0.0,0.0,13.35,-1.0932131176814437,0.026013877242803574,529
1507328,0.005,0.95,0.0,0.0,14.27,-0.85376236285083,0.0077992649748921394,529
1515520,0.005,0.95,0.0,0.0,12.22,-0.9099974227137864,0.01608319580554962,529
1523712,0.005,0.94,0.0,0.0,12.22,-1.1446617087349296,0.012583321891725063,529
1531904,0.005,0.94,0.0,0.0,11.635,-1.2696902942843735,0.013972616754472256,529
1540096,0.005,0.94,0.0,0.0,10.795,-0.9456664375029504,0.016425807029008865,529
1548288,0.005,0.94,0.0,0.0,10.425,-0.9405604887288064,0.014575259760022163,529
1556480,0.005,0.94,0.0,0.0,7.69,-0.9977507601142861,0.029081057757139206,529
1564672,0.005,0.945,0.0,0.0,7.69,-1.5676097581163049,0.027416963130235672,530
1572864,0.005,0.945,0.0,0.0,6.82,-1.300160807557404,0.009454147890210152,532
1581056,0.0,0.945,0.0,0.0,6.855,-1.0813154724892229,0.018026303499937057,533
1589248,0.0,0.95,0.0,0.0,3.13,-1.1726392665877938,0.012166120111942291,535
1597440,0.0,0.95,0.0,0.0,3.13,-0.9884783774614334,0.015787417069077492,536
1605632,0.0,0.955,0.0,0.0,3.21,-0.9110995132941753,0.01351536251604557,537
1613824,0.0,0.955,0.0,0.0,3.37,-0.9663393364753574,0.016786864027380943,539
1622016,0.0,0.955,0.0,0.0,3.54,-1.0513666993938386,0.015754088759422302,540
1630208,0.0,0.955,0.0,0.0,2.62,-0.9878997481428087,0.01514483243227005,542
1638400,0.0,0.955,0.0,0.0,2.62,-1.2955345110967755,0.005487055517733097,543
1646592,0.0,0.955,0.0,0.0,2.75,-1.16783681884408,0.009429612196981907,544
1654784,0.0,0.96,0.0,0.0,2.33,-0.979146643076092,0.03816467896103859,545
1662976,0.0,0.96,0.0,0.0,2.37,-1.12547413026914,0.009024545550346375,547
1671168,0.0,0.97,0.0,0.0,2.53,-1.0587213032413274,0.016486607491970062,541
1679360,0.0,0.96,0.0,0.0,2.53,-1.5642948895692825,0.023943359032273293,535
1687552,0.0,0.96,0.0,0.0,2.53,-1.9518402637913823,0.031455833464860916,529
1695744,0.0,0.965,0.0,0.0,2.64,-1.8923975629732013,0.023238442838191986,523
1703936,0.0,0.955,0.0,0.0,4.765,-1.4636627114377916,0.04250308871269226,518
1712128,0.0,0.955,0.0,0.0,4.765,-1.103706490714103,0.013554111123085022,513
1720320,0.0,0.955,0.0,0.0,4.785,-0.8126711780205369,0.012092935852706432,508
1728512,0.0,0.96,0.0,0.0,4.785,-0.7897548857145011,0.0069772591814398766,503
1736704,0.0,0.96,0.0,0.0,4.79,-0.8628393502440304,0.009388891980051994,498
1744896,0.0,0.96,0.0,0.0,4.75,-0.8181062852963805,0.01284704264253378,493
1753088,0.0,0.965,0.0,0.0,4.75,-1.3178497422486544,0.008938107639551163,488
1761280,0.0,0.96,0.0,0.0,4.835,-1.291424107272178,0.0156036876142025,483
