episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
256,0.59765625,0.59765625,0.48046875,1.0,10.203142166137695,0.6929912529885769,555
512,0.524,0.524,0.638,1.0,7.6616621017456055,0.6925493068993092,562
768,0.498,0.498,0.506,1.0,8.444324493408203,0.6904254965484142,562
1024,0.498,0.498,0.114,1.0,8.221813201904297,0.6697607934474945,563
1280,0.494,0.492,0.146,1.0,8.32254409790039,0.6757751889526844,565
1536,0.48,0.48,0.848,1.0,7.73750114440918,0.6471306420862675,565
1792,0.498,0.496,0.97,1.0,8.895454406738281,0.5917603112757206,565
2048,0.526,0.524,0.366,1.0,9.000068664550781,0.5397879891097546,565
2304,0.52,0.518,0.334,1.0,9.05777359008789,0.5142368078231812,565
2560,0.516,0.512,0.256,1.0,8.700620651245117,0.5325265191495419,565
2816,0.5,0.496,0.408,1.0,8.072413444519043,0.5291106048971415,566
3073,0.49,0.488,0.472,1.0,8.601841926574707,0.46098179928958416,566
3329,0.476,0.476,0.038,1.0,7.525359153747559,0.4153090137988329,566
3585,0.462,0.462,0.346,1.0,8.257102966308594,0.4212407320737839,566
3842,0.486,0.486,0.54,1.0,8.515885353088379,0.4298220407217741,571
4098,0.502,0.502,0.232,1.0,9.003765106201172,0.4366582091897726,580
4354,0.508,0.508,0.284,1.0,8.815567016601562,0.41350818425416946,589
4610,0.484,0.484,0.284,1.0,7.908255100250244,0.3854662701487541,598
4866,0.482,0.48,0.182,1.0,8.566300392150879,0.4301936849951744,613
5122,0.522,0.52,0.634,1.0,9.564401626586914,0.42989595606923103,628
5378,0.504,0.504,0.452,1.0,7.899740219116211,0.41622438095510006,643
5634,0.49,0.49,0.06,1.0,9.055211067199707,0.38072260469198227,658
5890,0.512,0.512,0.254,1.0,8.984323501586914,0.37120487727224827,672
