episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
256,0.55859375,0.5546875,0.5546875,1.0,9.425214767456055,0.6740663312375546,716
513,0.564,0.56,0.602,1.0,9.982489585876465,0.6188518591225147,710
769,0.65,0.646,0.318,1.0,12.44827938079834,0.4777355045080185,706
1025,0.774,0.772,0.0,1.0,15.47055721282959,0.3246719967573881,701
1281,0.882,0.88,0.212,1.0,16.811359405517578,0.2291030241176486,698
1538,0.926,0.924,0.212,1.0,17.389238357543945,0.1716746659949422,695
1794,0.942,0.934,0.0,1.0,17.3704776763916,0.1123880660161376,694
2050,0.962,0.95,0.0,1.0,17.790306091308594,0.08813579427078366,692
2306,0.972,0.966,0.0,1.0,18.10926055908203,0.06846991088241339,690
2562,0.984,0.98,0.0,1.0,18.31552505493164,0.07667272654362023,689
2818,0.982,0.976,0.0,1.0,17.912139892578125,0.09264095243997872,688
3074,0.982,0.978,0.0,1.0,18.315954208374023,0.04917878471314907,688
3331,0.992,0.99,0.0,1.0,18.471759796142578,0.17758329748176038,687
3587,0.902,0.896,0.0,1.0,14.747332572937012,0.27420243714004755,687
3843,0.832,0.826,0.124,1.0,15.729728698730469,0.15255476301535964,687
4099,0.906,0.902,0.262,1.0,17.423362731933594,0.09569578059017658,687
4355,0.952,0.95,0.138,1.0,17.615219116210938,0.04777972726151347,686
4611,0.972,0.968,0.0,1.0,18.245498657226562,0.033299850299954414,686
4868,0.992,0.984,0.0,1.0,18.332178115844727,0.034038121812045574,685
5124,0.996,0.992,0.0,1.0,18.518325805664062,0.08861607010476291,685
5380,0.988,0.986,0.0,1.0,17.983009338378906,0.13246890879236162,685
5636,0.964,0.96,0.0,1.0,17.478160858154297,0.0395652538863942,684
5892,0.976,0.974,0.0,1.0,18.603843688964844,0.03347529470920563,684
