episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
256,0.5234375,0.51953125,0.296875,1.0,8.842350006103516,0.6926804520189762,768
513,0.512,0.51,0.368,1.0,8.764506340026855,0.6923887729644775,759
769,0.506,0.504,0.316,1.0,8.165840148925781,0.6849998384714127,758
1025,0.498,0.494,0.1,1.0,8.286640167236328,0.6836531646549702,757
1282,0.492,0.49,0.0,1.0,7.987037658691406,0.6555246263742447,757
1538,0.478,0.476,0.272,1.0,8.063746452331543,0.649224616587162,758
1794,0.482,0.478,0.54,1.0,7.79542875289917,0.611609622836113,758
2050,0.456,0.454,0.616,1.0,7.348784446716309,0.6070476733148098,757
2306,0.482,0.482,0.524,1.0,8.814603805541992,0.5989963412284851,757
2562,0.51,0.51,0.306,1.0,8.408875465393066,0.617344718426466,757
2818,0.482,0.482,0.29,1.0,7.834588527679443,0.5658693239092827,757
3074,0.474,0.472,0.376,1.0,8.088754653930664,0.5452367290854454,757
3330,0.496,0.494,0.286,1.0,9.091266632080078,0.5036180671304464,757
3587,0.506,0.506,0.298,1.0,8.478682518005371,0.49028431810438633,757
3843,0.502,0.502,0.308,1.0,8.922871589660645,0.5395717993378639,757
4099,0.522,0.522,0.106,1.0,9.226863861083984,0.5165234357118607,757
4355,0.496,0.496,0.388,1.0,7.970182418823242,0.46178613044321537,756
4611,0.488,0.488,0.398,1.0,8.692037582397461,0.4966214206069708,756
4868,0.522,0.522,0.152,1.0,9.530850410461426,0.5123148262500763,756
5124,0.528,0.528,0.22,1.0,8.907707214355469,0.48332576639950275,756
5381,0.498,0.498,0.28,1.0,8.238543510437012,0.4513459727168083,756
5638,0.474,0.474,0.358,1.0,8.009888648986816,0.43621179834008217,756
5894,0.466,0.462,0.302,1.0,7.950417518615723,0.43018146045506,756
