episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
256,0.6171875,0.609375,0.0,1.0,10.582893371582031,0.69271469861269,769
512,0.534,0.53,0.126,1.0,7.726428031921387,0.6867791526019573,766
768,0.506,0.504,0.126,1.0,9.133228302001953,0.6704088784754276,766
1024,0.532,0.53,0.232,1.0,8.222939491271973,0.6846507154405117,767
1280,0.502,0.502,0.384,1.0,8.374715805053711,0.6883715055882931,766
1536,0.51,0.508,0.152,1.0,8.462114334106445,0.6912729777395725,765
1792,0.5,0.498,0.244,1.0,8.126989364624023,0.6891001351177692,766
2050,0.456,0.456,0.972,1.0,6.824039936065674,0.6923655509948731,766
2306,0.48,0.478,0.824,1.0,8.65517807006836,0.6762248389422894,766
2562,0.552,0.546,0.096,1.0,9.917657852172852,0.6507666856050491,766
2818,0.576,0.57,0.0,1.0,9.820236206054688,0.6075782179832458,765
3074,0.536,0.532,0.176,1.0,8.364768981933594,0.5580436140298843,765
3330,0.504,0.502,0.42,1.0,8.865005493164062,0.5622715950012207,765
3586,0.488,0.488,0.346,1.0,7.7426347732543945,0.5323281232267618,765
3842,0.448,0.444,0.102,1.0,7.208854675292969,0.48152748867869377,766
4098,0.462,0.456,0.074,1.0,8.327247619628906,0.4889668710529804,766
4354,0.502,0.5,0.304,1.0,9.050542831420898,0.4935854710638523,766
4611,0.492,0.492,0.23,1.0,8.015811920166016,0.4967459384351969,766
4867,0.488,0.488,0.14,1.0,8.581498146057129,0.5000791568309069,766
5123,0.48,0.48,0.14,1.0,8.074997901916504,0.46188114769756794,766
5379,0.478,0.478,0.0,1.0,8.431700706481934,0.46264879778027534,766
5635,0.494,0.492,0.0,1.0,8.629570007324219,0.4655719269067049,766
5892,0.494,0.492,0.0,1.0,8.479698181152344,0.4579501859843731,766
