episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
260,0.5653846153846154,0.5653846153846154,0.5307692307692308,1.0,9.78976821899414,0.6773735463619233,739
516,0.542,0.542,0.55,1.0,9.33754825592041,0.6867264546453953,734
773,0.5,0.5,0.952,1.0,7.372913837432861,0.692895196378231,735
1029,0.456,0.452,0.678,1.0,7.085983753204346,0.6697286404669285,737
1285,0.442,0.438,0.0,1.0,7.206900596618652,0.6759137585759163,739
1541,0.464,0.462,0.0,1.0,7.927130699157715,0.6581435054540634,739
1797,0.504,0.5,0.0,1.0,8.774704933166504,0.6846525147557259,740
2053,0.524,0.522,0.048,1.0,8.893536567687988,0.6794310174882412,740
2309,0.536,0.532,0.048,1.0,9.049531936645508,0.6533043943345547,740
2565,0.516,0.512,0.328,1.0,8.451358795166016,0.6378974057734013,740
2821,0.488,0.486,0.328,1.0,8.006271362304688,0.6142548397183418,741
3077,0.484,0.48,0.0,1.0,8.067753791809082,0.5332238934934139,741
3333,0.488,0.486,0.512,1.0,8.40662956237793,0.5686556734144688,741
3589,0.49,0.49,0.536,1.0,8.209980010986328,0.5222411081194878,741
3845,0.518,0.516,0.532,1.0,9.57069206237793,0.48961516097187996,741
4101,0.516,0.514,0.742,1.0,8.235038757324219,0.4718190133571625,759
4357,0.498,0.498,0.784,1.0,9.01504135131836,0.4134508892893791,776
4613,0.514,0.512,0.404,1.0,8.496281623840332,0.38198606111109257,792
4869,0.496,0.494,0.626,1.0,8.529034614562988,0.36626427061855793,807
5125,0.51,0.51,0.394,1.0,9.418829917907715,0.30255879648029804,820
5381,0.514,0.514,0.29,1.0,8.651137351989746,0.27918050810694695,834
5638,0.478,0.476,0.376,1.0,7.95263671875,0.2717945259064436,846
5894,0.462,0.46,0.89,1.0,7.7013654708862305,0.2659754902124405,858
