episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
257,0.5447470817120622,0.5447470817120622,0.490272373540856,1.0,9.224631309509277,0.6792750060558319,550
514,0.528,0.528,1.022,1.0,9.01442813873291,0.6254707165062428,551
770,0.632,0.632,0.892,1.0,12.776792526245117,0.44441067427396774,549
1026,0.782,0.782,0.122,1.0,15.30126953125,0.24119520746171474,546
1282,0.892,0.89,0.0,1.0,17.15804672241211,0.14812244568020105,543
1538,0.94,0.94,0.0,1.0,17.563913345336914,0.10300115868449211,541
1794,0.956,0.954,0.0,1.0,17.82747459411621,0.0574223434086889,540
2050,0.976,0.974,0.0,1.0,18.35021209716797,0.0315595178399235,538
2306,0.986,0.978,0.0,1.0,17.929235458374023,0.040740330470725894,537
2562,0.99,0.982,0.0,1.0,18.724632263183594,0.010110393166542053,536
2818,1.0,0.994,0.0,1.0,18.36638641357422,0.012867551355157048,535
3074,0.996,0.988,0.0,1.0,18.351579666137695,0.007092774496413767,534
3330,0.994,0.99,0.0,1.0,18.403654098510742,0.012704486609436572,533
3586,0.998,0.996,0.0,1.0,18.502017974853516,0.012216655246447772,533
3842,1.0,0.998,0.0,1.0,18.56502914428711,0.013966321188490838,532
4098,0.998,0.996,0.0,1.0,18.494075775146484,0.012293525564018637,532
4354,0.998,0.994,0.0,1.0,18.412879943847656,0.004662410938180983,531
4610,1.0,0.996,0.0,1.0,18.565893173217773,0.0045847229193896055,531
4866,1.0,1.0,0.0,1.0,18.51824951171875,0.004891174874501303,531
5122,0.998,0.994,0.0,1.0,18.298782348632812,0.005081385490484536,530
5379,0.998,0.992,0.0,1.0,18.636890411376953,0.010336098144762218,530
5635,1.0,0.998,0.0,1.0,18.634706497192383,0.014328117540571839,530
5891,1.0,0.998,0.0,1.0,18.596355438232422,0.012298932706471533,530
