episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
258,0.562015503875969,0.562015503875969,0.375968992248062,1.0,9.504258155822754,0.681388521194458,733
514,0.524,0.524,0.438,1.0,8.589452743530273,0.6712753064930439,732
770,0.498,0.494,0.426,1.0,7.82076358795166,0.6766915656626225,732
1026,0.456,0.454,0.644,1.0,7.003593921661377,0.6644685082137585,733
1282,0.468,0.466,0.548,1.0,8.404375076293945,0.6409193836152554,733
1538,0.502,0.5,0.086,1.0,8.429532051086426,0.6582245603203773,733
1794,0.49,0.488,0.0,1.0,7.932394504547119,0.6126343384385109,734
2050,0.52,0.518,0.152,1.0,9.970829010009766,0.5118973273783922,734
2306,0.532,0.532,0.196,1.0,8.434540748596191,0.5237886477261782,733
2562,0.488,0.488,0.044,1.0,8.030271530151367,0.5073739364743233,733
2818,0.48,0.48,0.28,1.0,8.378868103027344,0.5128185711801052,734
3074,0.516,0.516,0.286,1.0,9.54135799407959,0.4512936621904373,733
3330,0.52,0.52,0.34,1.0,8.741134643554688,0.5052266120910645,733
3586,0.484,0.484,0.454,1.0,8.143775939941406,0.49945308826863766,733
3842,0.464,0.464,0.656,1.0,7.824871063232422,0.44401226937770844,737
4098,0.504,0.504,0.656,1.0,9.957589149475098,0.4724340904504061,754
4354,0.528,0.528,0.46,1.0,8.425140380859375,0.44469765573740005,771
4610,0.482,0.482,0.946,1.0,7.984048843383789,0.3959764316678047,786
4866,0.5,0.5,0.682,1.0,9.393431663513184,0.3744920250028372,801
5122,0.506,0.506,0.718,1.0,8.239130020141602,0.3996181860566139,814
5378,0.472,0.472,1.09,1.0,7.827522277832031,0.41781905852258205,826
5634,0.49,0.488,0.912,1.0,8.84549617767334,0.4288998395204544,838
5890,0.502,0.5,0.714,1.0,8.57175064086914,0.4218536503612995,848
