global_step,success,success_slab_top,success_slab_bottom,ep_len,mean_return,hazard_steps,approx_kl,sps
8192,nan,nan,nan,nan,nan,nan,0.008924124762415886,847
16384,nan,nan,nan,nan,nan,nan,0.012773675844073296,878
24576,nan,nan,nan,nan,nan,nan,0.043772801756858826,792
32768,nan,nan,nan,nan,nan,nan,0.01616598851978779,714
40960,0.0,0.0,0.0,599.0,-5.4279948733747005,0.0,0.01432978268712759,671
49152,0.0,0.0,0.0,599.0,-5.4279948733747005,0.0,0.012227272614836693,648
57344,0.0,0.0,0.0,599.0,-5.4279948733747005,0.0,0.007583651226013899,634
65536,0.0,0.0,0.0,599.0,-5.4279948733747005,0.0,0.009203750640153885,619
73728,0.0,0.0,0.0,599.0,-5.4279948733747005,0.0,0.012456335127353668,607
81920,0.0,0.0,0.0,599.0,-4.494058713912964,0.0,0.005540038924664259,600
90112,0.0,0.0,0.0,599.0,-4.494058713912964,0.0,0.005490883253514767,595
98304,0.0,0.0,0.0,599.0,-4.494058713912964,0.0,0.029740214347839355,589
106496,0.0,0.0,0.0,599.0,-4.494058713912964,0.0,0.00878356583416462,586
114688,0.0,0.0,0.0,599.0,-4.494058713912964,0.0,0.005826764740049839,583
122880,0.0,0.0,0.0,599.0,-4.208785910010338,6.71,0.008515391498804092,581
131072,0.0,0.0,0.0,599.0,-4.208785910010338,6.71,0.005216191057115793,578
139264,0.0,0.0,0.0,599.0,-4.208785910010338,6.71,0.007159301545470953,576
147456,0.0,0.0,0.0,599.0,-4.208785910010338,6.71,0.012633907608687878,573
155648,0.0,0.0,0.0,599.0,-4.495239543914795,20.05,0.00855279341340065,571
163840,0.0,0.0,0.0,599.0,-4.495239543914795,20.05,0.008674051612615585,569
172032,0.0,0.0,0.0,599.0,-4.495239543914795,20.05,0.007778962142765522,568
180224,0.0,0.0,0.0,599.0,-4.495239543914795,20.05,0.008232370018959045,566
188416,0.0,0.0,0.0,599.0,-4.495239543914795,20.05,0.005990194622427225,565
196608,0.0,0.0,0.0,599.0,-3.3496162354946137,14.84,0.006204051896929741,565
204800,0.0,0.0,0.0,599.0,-3.3496162354946137,14.84,0.004651676397770643,564
212992,0.0,0.0,0.0,599.0,-3.3496162354946137,14.84,0.011266582645475864,564
221184,0.0,0.0,0.0,599.0,-3.3496162354946137,14.84,0.004734576679766178,564
229376,0.04,0.0,0.04,595.77,-2.512639607191086,12.61,0.006715669762343168,564
237568,0.04,0.0,0.04,595.77,-1.8081567996740342,5.84,0.007876414805650711,564
245760,0.04,0.0,0.04,595.77,-1.8081567996740342,5.84,0.002542142989113927,564
253952,0.04,0.0,0.04,595.77,-1.8081567996740342,5.84,0.01582464762032032,564
262144,0.05,0.0,0.05,594.65,-1.6132649391889573,5.84,0.006953342817723751,564
270336,0.01,0.0,0.05,597.88,-2.742222408056259,9.81,0.013794664293527603,564
278528,0.01,0.0,0.05,597.88,-2.742222408056259,9.81,0.009348389692604542,563
286720,0.01,0.0,0.05,597.88,-2.742222408056259,9.81,0.006178406998515129,563
294912,0.03,0.0,0.07,593.34,-2.4863544189929963,9.81,0.010286465287208557,562
303104,0.03,0.0,0.07,593.34,-2.572294508814812,10.89,0.010194217786192894,561
311296,0.02,0.0,0.05,594.46,-2.4032315146923064,14.66,0.005067254416644573,560
319488,0.02,0.0,0.05,594.46,-2.4032315146923064,14.66,0.012652183882892132,560
327680,0.03,0.0,0.05,591.99,-2.206235030889511,14.66,0.011270761489868164,560
335872,0.07,0.0,0.08,583.1,-1.1906320697069168,12.36,0.0023651444353163242,559
344064,0.07,0.0,0.08,583.1,-1.1103002887964248,11.53,0.008367654867470264,558
352256,0.06,0.0,0.08,585.37,-1.0563407468795776,13.53,0.014350993558764458,558
360448,0.06,0.0,0.08,585.37,-1.0563407468795776,13.53,0.006574072875082493,558
368640,0.11,0.01,0.12,572.03,-0.26481105387210846,15.05,0.006620768923312426,557
376832,0.15,0.02,0.15,566.54,0.17412537574768067,15.25,0.003627689089626074,556
385024,0.11,0.02,0.14,575.9,-0.07381474018096924,14.75,0.007714812643826008,556
393216,0.15,0.03,0.17,566.58,0.6109274274110794,14.04,0.005542921368032694,556
401408,0.18,0.05,0.18,561.87,1.0307230615615846,13.53,0.008313443511724472,556
409600,0.23,0.06,0.22,549.5,1.9124507009983063,14.16,0.006046227179467678,555
417792,0.28,0.09,0.24,540.67,2.9541782277822493,10.73,0.01091088354587555,554
425984,0.18,0.09,0.23,560.91,1.3507057732343675,11.43,0.0031404560431838036,554
434176,0.21,0.11,0.22,554.81,1.9975007164478302,9.98,0.005952080711722374,553
442368,0.28,0.15,0.24,536.83,3.1066695296764375,10.93,0.007838733494281769,553
450560,0.38,0.19,0.3,513.93,4.8841678875684735,10.93,0.003295780625194311,552
