global_step,obey_top,obey_bottom,success_top,success_bottom,obey_top_can,obey_bottom_can,success_top_can,success_bottom_can,wrong_steps,segment_return,approx_kl,sps
8192,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,1.7481138093862683,0.2531927227973938,1105
16384,0.6666666666666666,1.0,0.6666666666666666,1.0,0.0,nan,0.0,nan,0.0,3.596622906625271,0.053817059844732285,1101
24576,0.5625,1.0,0.5625,1.0,0.125,1.0,0.125,1.0,0.0,4.005739231361076,0.0392882265150547,1089
32768,0.6296296296296297,1.0,0.6296296296296297,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.0,3.1260842597694136,0.0895019993185997,1089
40960,0.7317073170731707,1.0,0.5365853658536586,0.7959183673469388,0.45,1.0,0.2,0.6086956521739131,0.0,2.7829460484790616,0.08089657127857208,1089
49152,0.74,1.0,0.58,0.7894736842105263,0.43478260869565216,1.0,0.21739130434782608,0.5769230769230769,0.0,3.3438444499624893,0.09324754029512405,1084
57344,0.7580645161290323,1.0,0.5806451612903226,0.7857142857142857,0.4444444444444444,1.0,0.18518518518518517,0.5172413793103449,0.0,3.572762383148074,0.08229927718639374,1082
65536,0.7857142857142857,1.0,0.5714285714285714,0.76,0.5,1.0,0.16666666666666666,0.5,0.0,1.7527301248628646,0.044163938611745834,1084
73728,0.8072289156626506,0.9875,0.5903614457831325,0.7375,0.5675675675675675,0.9736842105263158,0.21621621621621623,0.47368421052631576,0.0,2.698080516885966,0.041904017329216,1083
81920,0.83,0.989247311827957,0.59,0.7204301075268817,0.6382978723404256,0.9795918367346939,0.2553191489361702,0.4897959183673469,0.0,3.730540428601671,0.07511790841817856,1081
90112,0.839622641509434,0.9900990099009901,0.5943396226415094,0.7227722772277227,0.66,0.9814814814814815,0.26,0.5,0.0,2.606134000059683,0.06215792894363403,1082
98304,0.8521739130434782,0.9912280701754386,0.6,0.7368421052631579,0.6792452830188679,0.9830508474576272,0.2641509433962264,0.5254237288135594,0.0,3.399845728359651,0.05289403349161148,1082
106496,0.8629032258064516,0.9915966386554622,0.5887096774193549,0.7310924369747899,0.7068965517241379,0.9838709677419355,0.25862068965517243,0.5161290322580645,0.0,1.545705196680501,0.06258659064769745,1083
114688,0.8731343283582089,0.9920634920634921,0.5895522388059702,0.7142857142857143,0.7301587301587301,0.9848484848484849,0.2857142857142857,0.48484848484848486,0.0,2.1069988889503293,0.05021965503692627,1083
122880,0.8819444444444444,0.9927536231884058,0.5833333333333334,0.6884057971014492,0.7605633802816901,0.9864864864864865,0.29577464788732394,0.4864864864864865,0.0,2.3680278187966906,0.03365764021873474,1080
131072,0.8910256410256411,0.9931506849315068,0.5897435897435898,0.678082191780822,0.7848101265822784,0.987012987012987,0.31645569620253167,0.4675324675324675,0.0,2.84737521718489,0.07298287749290466,1078
139264,0.8975903614457831,0.993421052631579,0.5903614457831325,0.6776315789473685,0.8023255813953488,0.9871794871794872,0.3372093023255814,0.46153846153846156,0.0,2.553407996427268,0.029248850420117378,1078
147456,0.9028571428571428,0.9820359281437125,0.5771428571428572,0.6646706586826348,0.8152173913043478,0.9642857142857143,0.32608695652173914,0.4523809523809524,0.0,2.5004850581171922,0.03171499818563461,1078
155648,0.9095744680851063,0.9772727272727273,0.5797872340425532,0.6590909090909091,0.8229166666666666,0.9560439560439561,0.3229166666666667,0.45054945054945056,0.0,2.8804667593794875,0.05450867861509323,1078
163840,0.9137055837563451,0.9682539682539683,0.5736040609137056,0.6613756613756614,0.8282828282828283,0.9368421052631579,0.32323232323232326,0.4421052631578947,0.0,2.8567970090080053,0.03731916844844818,1078
172032,0.935,0.96,0.57,0.65,0.8349514563106796,0.9207920792079208,0.3300970873786408,0.43564356435643564,0.0,2.805821232032031,0.03149007260799408,1078
180224,0.955,0.95,0.575,0.635,0.8440366972477065,0.9047619047619048,0.3394495412844037,0.4380952380952381,0.0,3.689867642009631,0.04710066318511963,1078
188416,0.965,0.95,0.58,0.625,0.8521739130434782,0.9065420560747663,0.34782608695652173,0.4485981308411215,0.0,3.8266979085747153,0.04651663824915886,1078
196608,0.98,0.945,0.595,0.61,0.8617886178861789,0.9017857142857143,0.35772357723577236,0.44642857142857145,0.0,4.369085538841318,0.05584488436579704,1077
