timestamp,step,frame_age_s,header_age_s,raw_a0,raw_a1,raw_a2,scaled_x,scaled_y,scaled_wz,clamped_x,clamped_y,clamped_wz,armed,route,status
1786590694.268340,77,0.0235,0.0391,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.365884,78,0.1234,0.1391,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.467182,79,0.2237,0.2394,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.569443,80,0.3237,0.3394,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,stale
1786590694.666983,81,0.0218,0.0393,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.770381,82,0.0643,0.0732,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.864863,83,0.0272,0.0390,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590694.976442,84,0.0638,0.0717,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.067362,85,0.0867,0.1057,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.169327,86,0.0517,0.0759,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.270624,87,0.0308,0.0390,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.366019,88,0.0701,0.0761,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.465609,89,0.0107,0.0385,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.572358,90,0.0692,0.0793,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.664865,91,0.0296,0.0393,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.767594,92,0.1310,0.1407,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.870573,93,0.0987,0.1062,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590695.967029,94,0.0649,0.0732,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
1786590696.072659,95,0.1648,0.1731,-1.000000,0.639095,-1.000000,-0.500000,0.319548,-1.500000,-0.150000,0.150000,-0.500000,1,top,armed
