global_step,obey_top,obey_bottom,success_top,success_bottom,wrong_steps,segment_return,approx_kl,sps
8192,nan,nan,nan,nan,nan,-4.522755926242098,0.023283332586288452,990
16384,nan,1.0,nan,1.0,0.0,3.243723575491458,0.02885054051876068,946
24576,nan,1.0,nan,1.0,0.0,2.893655292224139,0.03193112462759018,908
32768,nan,1.0,nan,1.0,0.0,0.41450671665370464,0.021466270089149475,939
40960,0.0,0.9811320754716981,0.0,0.9433962264150944,132.9367088607595,2.9265173508320004,0.02995028719305992,962
49152,0.0,0.9830508474576272,0.0,0.9491525423728814,123.55294117647058,0.9138206196948886,0.02495567500591278,981
57344,0.0,0.9866666666666667,0.0,0.9333333333333333,119.62385321100918,0.86025381507352,0.04017355293035507,990
65536,0.0,0.9886363636363636,0.0,0.9318181818181818,118.5625,1.0322001674212515,0.0373927541077137,989
73728,0.0,0.98989898989899,0.0,0.9292929292929293,111.822695035461,0.32005306566134095,0.027008553966879845,998
81920,0.0,0.990909090909091,0.0,0.9090909090909091,123.49090909090908,-1.5624064358416945,0.019436370581388474,989
90112,0.0,0.991304347826087,0.01639344262295082,0.9130434782608695,128.98295454545453,2.7566931447945535,0.03420734032988548,996
98304,0.0,0.991869918699187,0.025974025974025976,0.9186991869918699,144.995,-1.5856072211172432,0.03283406421542168,1001
106496,0.0,0.9925373134328358,0.024691358024691357,0.9104477611940298,150.92,3.4467136271996424,0.021451817825436592,1006
114688,0.0,0.9928571428571429,0.03260869565217391,0.9142857142857143,173.68,0.10092318779788911,0.017796680331230164,1012
122880,0.0,0.9932432432432432,0.028846153846153848,0.918918918918919,190.955,0.9826056100428104,0.018778005614876747,1011
131072,0.0,0.9937106918238994,0.02564102564102564,0.9245283018867925,172.11,1.164002991747111,0.027214478701353073,1012
139264,0.0,0.9939759036144579,0.03968253968253968,0.927710843373494,181.205,2.3492380469106138,0.017973817884922028,1014
147456,0.0,0.9942857142857143,0.037037037037037035,0.9257142857142857,190.565,-0.9132884086575359,0.03549840301275253,1016
155648,0.0,0.9893617021276596,0.035211267605633804,0.925531914893617,190.355,2.1875197985209525,0.015467234887182713,1012
163840,0.0,0.9896907216494846,0.039735099337748346,0.9278350515463918,201.97,0.6916271620430052,0.03384494036436081,1015
172032,0.0,0.99,0.0379746835443038,0.915,194.99,2.660017915070057,0.022797349840402603,1016
180224,0.0,0.99,0.04216867469879518,0.915,190.49,1.727162050548941,0.02467164397239685,1017
188416,0.0,0.99,0.05555555555555555,0.91,188.395,-0.6485198026057333,0.020791150629520416,1014
196608,0.0,0.99,0.05851063829787234,0.905,185.715,1.4154379818355665,0.02459876984357834,1016
204800,0.0,0.99,0.07575757575757576,0.905,172.585,2.5535054611973464,0.035559602081775665,1015
212992,0.0,0.995,0.09,0.905,176.72,-0.11407505488023162,0.04194589704275131,1016
221184,0.0,0.995,0.095,0.905,167.005,2.1415888369083405,0.032990653067827225,1017
229376,0.0,0.99,0.1,0.9,170.13,2.364918301347643,0.021606817841529846,1016
237568,0.0,0.99,0.115,0.9,166.48,0.3376329399179667,0.022486556321382523,1016
245760,0.0,0.99,0.13,0.9,167.595,2.6301544226007536,0.029075320810079575,1017
253952,0.0,0.99,0.15,0.9,174.125,0.02007780596613884,0.034228160977363586,1019
262144,0.0,0.99,0.165,0.915,169.105,2.553404142614454,0.039444275200366974,1020
270336,0.0,0.99,0.19,0.895,163.28,1.2122138182166964,0.019276417791843414,1021
278528,0.0,0.99,0.2,0.885,162.54,2.5261608532164246,0.025857189670205116,1022
286720,0.0,0.99,0.23,0.875,164.035,4.083366556791589,0.029191086068749428,1022
294912,0.0,0.985,0.265,0.865,157.325,2.8719946569763124,0.023721113801002502,1022
303104,0.0,0.985,0.27,0.86,153.895,1.0049980944022536,0.026313412934541702,1022
311296,0.0,0.985,0.295,0.855,135.52,4.0393558498471975,0.024396149441599846,1022
319488,0.0,0.985,0.315,0.85,134.12,1.0084574075881392,0.028771866112947464,1022
327680,0.0,0.99,0.35,0.85,133.565,3.837662204168737,0.020019132643938065,1022
335872,0.0,0.99,0.38,0.855,127.535,2.7937918179668486,0.030942894518375397,1020
344064,0.0,0.99,0.395,0.855,134.195,3.0709659536369145,0.023039666935801506,1021
352256,0.0,0.99,0.415,0.86,131.16,3.3029526844620705,0.023179078474640846,1022
360448,0.0,0.99,0.43,0.86,125.145,4.954351143911481,0.022753708064556122,1022
368640,0.0,0.99,0.47,0.87,128.345,4.247093726415187,0.026135772466659546,1021
376832,0.0,0.99,0.505,0.87,127.985,6.065897626802325,0.02427675947546959,1022
385024,0.0,0.995,0.555,0.875,129.315,4.874836087459698,0.020204678177833557,1021
393216,0.0,0.995,0.585,0.88,123.42,5.2112195084337145,0.025689003989100456,1022
401408,0.0,0.995,0.61,0.895,111.605,6.096780781168491,0.012764817103743553,1022
409600,0.0,0.995,0.605,0.9,108.54,1.276023913640529,0.03745124489068985,1021
417792,0.0,0.995,0.63,0.925,104.93,8.003207931295037,0.019695254042744637,1021
425984,0.0,1.0,0.67,0.93,100.89,3.0269739371724427,0.02483828365802765,1022
434176,0.0,1.0,0.69,0.935,97.025,4.971523683983833,0.03416287153959274,1021
442368,0.0,1.0,0.725,0.925,99.34,3.7211385366972536,0.015822678804397583,1021
450560,0.0,1.0,0.74,0.925,96.445,4.408468594774604,0.03067818284034729,1022
458752,0.0,1.0,0.765,0.935,102.995,5.9171623203437775,0.02549240179359913,1022
466944,0.0,1.0,0.77,0.94,102.955,3.040601076092571,0.012881802394986153,1021
475136,0.0,1.0,0.805,0.94,107.565,7.083487613592297,0.02439015544950962,1021
483328,0.0,1.0,0.825,0.93,111.56,3.0670100236311555,0.054498136043548584,1022
491520,0.0,1.0,0.84,0.93,117.4,4.09688943461515,0.02006136253476143,1022
499712,0.0,1.0,0.86,0.925,110.535,5.9718997199088335,0.02616078034043312,1021
507904,0.0,1.0,0.865,0.93,112.98,4.627051790710539,0.03166753798723221,1021
516096,0.0,1.0,0.855,0.925,117.89,4.046942891553044,0.023808587342500687,1020
524288,0.0,1.0,0.865,0.91,104.66,6.176291576121002,0.02255796268582344,1018
532480,0.0,1.0,0.875,0.9,101.995,2.9285803348757327,0.03128199279308319,1018
540672,0.0,1.0,0.885,0.905,102.895,4.795940019655973,0.02754984050989151,1018
548864,0.0,1.0,0.88,0.91,96.61,3.9683473268523812,0.02595064416527748,1019
557056,0.0,1.0,0.88,0.915,97.88,4.655031844275072,0.046424128115177155,1019
565248,0.0,1.0,0.87,0.915,105.14,5.101988196372986,0.020882640033960342,1019
573440,0.0,1.0,0.87,0.91,106.795,2.961849497980438,0.026558704674243927,1019
581632,0.0,1.0,0.875,0.9,102.09,5.377719727228396,0.02403424307703972,1019
589824,0.0,1.0,0.875,0.9,99.66,2.336007957579568,0.016271280124783516,1020
598016,0.0,1.0,0.86,0.91,110.67,4.533938782289624,0.015010922215878963,1019
606208,0.0,1.0,0.865,0.915,109.08,3.4162897269707173,0.03687211871147156,1020
614400,0.0,1.0,0.86,0.91,106.645,3.1683990508317947,0.04332755133509636,1020
622592,0.0,1.0,0.855,0.9,102.67,2.648795749642886,0.024994075298309326,1019
630784,0.0,1.0,0.85,0.895,99.96,1.8667573858983815,0.026150323450565338,1018
638976,0.0,1.0,0.835,0.895,92.46,4.296021424233913,0.018781885504722595,1019
647168,0.0,1.0,0.815,0.9,85.55,2.7255065832287073,0.020520461723208427,1019
655360,0.0,1.0,0.815,0.885,78.335,1.5046827438054606,0.04610636085271835,1019
663552,0.0,1.0,0.815,0.88,76.075,2.197389889508486,0.04166139289736748,1020
671744,0.0,1.0,0.815,0.865,74.36,4.8039935500128195,0.023643143475055695,1019
679936,0.0,1.0,0.77,0.855,62.98,1.5707842255942523,0.03168075904250145,1019
688128,0.0,1.0,0.755,0.865,60.6,0.9511915589682758,0.02866629883646965,1020
696320,0.0,0.995,0.745,0.865,54.74,1.4819882101146504,0.022451668977737427,1020
704512,0.0,0.995,0.73,0.855,51.6,3.6570309954695404,0.03113510273396969,1020
712704,0.0,0.995,0.705,0.845,50.875,0.8800688562332653,0.02607988938689232,1020
720896,0.0,0.995,0.685,0.845,49.94,1.341302591841668,0.05374334380030632,1020
729088,0.0,0.995,0.665,0.835,46.295,3.6349434125004336,0.03685281425714493,1021
