episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
256,0.57421875,0.57421875,0.0,1.0,9.869600296020508,0.6930146440863609,765
512,0.5,0.5,0.0,1.0,7.279573440551758,0.6928935945034027,766
768,0.468,0.468,0.0,1.0,7.7213873863220215,0.6919786185026169,768
1024,0.46,0.458,0.286,1.0,7.247863292694092,0.6923807375133038,768
1280,0.49,0.488,0.378,1.0,8.876718521118164,0.6911287941038609,768
1536,0.526,0.526,0.126,1.0,9.214460372924805,0.6888871304690838,768
1792,0.518,0.518,0.154,1.0,8.087686538696289,0.6714918538928032,769
2048,0.494,0.49,0.42,1.0,8.234062194824219,0.6377725601196289,769
2304,0.49,0.486,0.748,1.0,8.480606079101562,0.5914924331009388,769
2560,0.49,0.49,0.606,1.0,8.304686546325684,0.5707576461136341,770
2816,0.488,0.486,0.326,1.0,8.09114933013916,0.5570838525891304,770
3072,0.474,0.472,0.774,1.0,7.849654674530029,0.5629885531961918,770
3328,0.492,0.492,0.58,1.0,8.870138168334961,0.5858933366835117,770
3584,0.51,0.51,0.078,1.0,8.693185806274414,0.537517324090004,770
3840,0.506,0.504,0.112,1.0,8.858047485351562,0.4939312543720007,770
4096,0.47,0.468,0.09,1.0,7.19985294342041,0.4697648175060749,771
4352,0.466,0.466,0.03,1.0,8.37894058227539,0.43834434635937214,773
4608,0.49,0.49,0.13,1.0,8.507389068603516,0.4333140179514885,774
4864,0.486,0.486,0.13,1.0,8.092560768127441,0.43159131333231926,775
5120,0.478,0.478,0.026,1.0,8.173641204833984,0.41910424269735813,776
5376,0.502,0.502,0.164,1.0,9.357803344726562,0.3869643807411194,777
5632,0.514,0.514,0.568,1.0,8.639144897460938,0.37678565457463264,776
5888,0.502,0.502,0.494,1.0,8.789403915405273,0.37533889524638653,777
