episodes,route_opt,success,hazard,obey,mean_return,entropy,sps
260,0.5538461538461539,0.5538461538461539,0.0,1.0,9.411805152893066,0.6907904475927353,749
516,0.528,0.528,0.0,1.0,8.864192962646484,0.673883717507124,758
772,0.57,0.568,0.0,1.0,10.527705192565918,0.6285085529088974,758
1028,0.686,0.682,0.0,1.0,13.285648345947266,0.5658918879926205,758
1285,0.734,0.73,0.0,1.0,12.55998420715332,0.5014632288366556,757
1541,0.762,0.758,0.0,1.0,14.518774032592773,0.433442123234272,756
1797,0.832,0.828,0.0,1.0,15.735357284545898,0.37411630153656006,755
2053,0.87,0.866,0.0,1.0,15.972770690917969,0.3337252140045166,754
2309,0.894,0.89,0.0,1.0,16.901691436767578,0.29087467677891254,753
2565,0.91,0.908,0.03,1.0,16.684120178222656,0.2683959063142538,751
2821,0.926,0.926,0.03,1.0,17.47624397277832,0.22866766713559628,751
3078,0.95,0.948,0.046,1.0,17.639484405517578,0.21310489252209663,749
3334,0.958,0.952,0.046,1.0,17.590656280517578,0.18740465957671404,749
3590,0.954,0.944,0.0,1.0,17.454593658447266,0.16425196919590235,748
3846,0.958,0.948,0.0,1.0,17.582164764404297,0.14749282971024513,747
4102,0.968,0.96,0.052,1.0,18.042282104492188,0.13084191642701626,746
4359,0.976,0.97,0.052,1.0,17.781888961791992,0.12091785809025168,746
4615,0.978,0.974,0.0,1.0,18.24368667602539,0.10456083621829748,745
4872,0.986,0.984,0.0,1.0,18.319787979125977,0.09675657842308283,744
5128,0.982,0.982,0.0,1.0,18.093902587890625,0.08752551255747676,744
5384,0.978,0.978,0.0,1.0,18.239086151123047,0.08196316519752145,743
5641,0.988,0.982,0.0,1.0,18.270313262939453,0.07722587045282125,743
5897,0.992,0.982,0.0,1.0,18.130496978759766,0.07594870682805777,748
